keydate,contractnumber,customernumber,companycode,contract_status,contract_substatus,totalarrearamount,totalfeeamount,totalinterestamount,totalcapitalamount,totalotheramount,financetypedescription,postofficecode,FuelType,modeldescription,chassisnumber,plate,contractstartdate,contractenddate,DealerID,newused,substatuscode,terminationdate,numberofdowns,bpname,dpd,netbookvalue,fiscalregistrationcode,retailcorporate,legalentitycode,customernetbookvalue,collectioncaseid,collectioncase_status,lastupdateuser,lastupdatedatetime,primarytaskid,servicecase_status,servicecase_subtask,collectioncase_subtask,contract_flag,bp_flag,LitigationStatus,holddate,BankruptcyStatus,PromiseStatus,ExtAgencyStatus,ExtAgencyName,ExtAgencySubtaskStatus,lastinteractiontype,workqueue,workqueue_entrydate,workqueue_updatedate,servicecasequeue_status,lastrejectcode,lastpaymentinvoice,Task_Status_List,subtaskleadingcase,leadingcase,allocationrange,lastworkeddate,oldestduedate,lastdelinquencyreason,lastdelinquencyreasondate,bucket,ND_FLAG,country,customertotalarrearamount,ND_DATE,foreclosuredate,prior_totalarrearamount,leadingcasestatus,id,languagecode,lastworkeddatesystem,lastworkeddateuser,row_hash
2/23/2025,1531487,331134702,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LLD avec services,null,HYBRID,GLC 300de 4MATIC Coup� Business Line,DPGA002-KnsJLqFmzQXGzXmtooQYbJNVhfKWiv5yGf77ZlZgQGfQ,DPGA002-5DZadlCyyn3ubbK7pRdNDkY=,12/10/2021,1/10/2025,330602049,N,200,null,null,DPGA002-oVupSoKUx8aSMhdJjKOWtpU=,null,40415.26,190271TRITT,R,SOLE TRADER,40415.26,C-FR-PC-86527,Pending-EOC,System,2025-01-11T12:25:01Z,EOC-FR-89528,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-11T12:25:11Z,2025-01-18T12:25:11Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2025-01-11T12:25:01Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-11T12:25:01Z,null,74f9f9cbb8f84d87ae6dc97b7f5d85495dbaa7ac4ea4af3f864994a951ce68fe
2/23/2025,1531930,331452897,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300e 4MATIC Coup� AMG Line,DPGA002-y71+IpiX+g30yy0Az5EVIUgs+pjeNJwzQ6tzkCKJ5AgT,DPGA002-Cvo7MrUrCogUnroY5vsWsSc=,12/17/2021,1/17/2025,331089843,N,200,null,null,DPGA002-oVvUx/v2A25wVsbBQ5ndfco=,null,42508.5,null,R,COMPANY,42508.5,C-FR-PC-86634,Pending-EOC,System,2025-01-18T12:30:13Z,EOC-FR-89636,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-18T12:30:20Z,2025-01-25T12:30:40Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2025-01-18T12:30:13Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-18T12:30:13Z,null,7c6189e1eb5f7437052b9c4325cc072211bac7bf72db919a169910b6a1f6cec6
2/23/2025,1532332,331324436,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d AMG Line,DPGA002-TFSwKNS3BA9UNVnbtQePbAY1WqAo29dMvZGmNWpAc3bR,DPGA002-3+KlaGganvOjinrMtT4JyQs=,12/17/2021,1/17/2025,330602147,N,200,null,null,DPGA002-zVq9KLcR7c2/AmwIivq/ZgA=,null,23879.85,null,R,COMPANY,23879.85,C-FR-PC-86608,Pending-EOC,System,2025-01-18T12:26:46Z,EOC-FR-89610,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-18T12:26:53Z,2025-01-25T12:27:07Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2025-01-18T12:26:46Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-18T12:26:46Z,null,cb5e358b947cbdefec7759839c7ac9697d8b04f4b06d5c1fd755fd9e9cce45e0
2/23/2025,1532649,331231732,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,Classe A 250 e AMG Line,DPGA002-p4X5PEzNc8FxhIkkFujDYk8s+pjeNJwzQ6tzkCKJ5AgT,DPGA002-LCHKS7RjzCk93KFz19V4s6Q=,12/21/2021,1/21/2025,331057936,N,200,null,null,DPGA002-uzFS3Gv/m3ABUH9ZfqkQgDIWsNd7Z518Uk+oASlFp2vt,null,24884.6,060563CHEBI,R,PRIVATE INDIVIDUAL,35291.77,C-FR-PC-86764,Pending-EOC,System,2025-01-22T12:27:09Z,EOC-FR-89766,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-22T12:27:17Z,2025-01-29T12:27:23Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range6,2025-01-22T12:27:09Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-22T12:27:09Z,null,1ee876beb8ab763039e0101604b1ca41e6a69160a3eb34e6cca71802c4d7c451
2/23/2025,1532855,331319821,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300de 4MATIC Coup� Business Line,DPGA002-m3YGTFMIqAWlxsH7Dj6PMGcs+pjeNJwzQ6tzkCKJ5AgT,DPGA002-nFNv+dAVj8ZfiZWvY7v8Q3g=,12/21/2021,1/21/2025,330724508,N,200,null,null,DPGA002-fkUBlCVfAiWp9rsWqEJ3AT8=,null,40833.15,null,R,COMPANY,40833.15,C-FR-PC-86803,Pending-EOC,System,2025-01-22T12:32:28Z,EOC-FR-89805,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-22T12:32:34Z,2025-01-29T12:32:51Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range6,2025-01-22T12:32:28Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-22T12:32:28Z,null,0076c8c9037573efe9e194709f38957f0d2d5b45ed081badb1ca71a2f33fe878
2/23/2025,1533082,331089669,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit Bail Facility,null,DIESEL,Vito Mixto / Tourer Mixto VITO 114 CDI Mixto XL PR,DPGA002-bvPb4QXwpCWTt8NvL3jyb/c1WqAo29dMvZGmNWpAc3bR,DPGA002-aA/KIP0iq7X9390hT03p/bQ=,12/23/2021,12/23/2024,330602039,N,200,null,null,DPGA002-dhp9hLyP//RAMMllrIRN9gm4g5qQ8Rf0AmEgDfxKMbfQ,null,18947.28,null,R,COMPANY,95314.65,C-FR-PC-86169,Pending-EOC,System,2024-12-24T12:34:18Z,EOC-FR-89169,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-12-24T12:34:26Z,2024-12-31T12:34:44Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-12-24T12:34:18Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-12-24T12:34:18Z,null,9d39673be3b9bb85e9b73f6c8a22037649ae7854d92bad5dac4db8513ae54c17
2/23/2025,1533217,331197615,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300de 4MATIC Coup� AMG Line,DPGA002-F2ED4mgbIGJc6DbZ9hUvuF76PGV+MAkenuoNLsO8lA8O,DPGA002-9PTU+ZlcPmutqXHHiFpmsKs=,12/23/2021,1/23/2025,330801118,N,200,null,null,DPGA002-Wpvku1gjtPHcAKJHKFgNXybjcOqSrSHLlI4HN+QYnIcE,null,41057.91,120749RAIMO,R,SOLE TRADER,66140.64,C-FR-PC-87011,Pending-EOC,System,2025-01-24T12:25:01Z,EOC-FR-90011,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-24T12:25:08Z,2025-01-31T12:25:09Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2025-01-24T12:25:02Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-24T12:25:02Z,null,a976f7ddfdf116f2138bae1021ebde390ae6898aeb1264934b764144811cf392
2/23/2025,1533422,331454130,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 200 d AMG Line,DPGA002-6FuLcX3Fwgosoa3WGn1/Ji7wy7HCSd+ZAJBHi4OMQQ+1,DPGA002-XfOmg+cYpye4wa52L4w0QTc=,12/24/2021,1/24/2025,330602093,N,200,null,null,DPGA002-M9lnSjj0G4sL99DemeWBDUs=,null,23666.31,null,null,OTHERS,null,C-FR-PC-86967,Pending-EOC,System,2025-01-25T12:28:57Z,EOC-FR-89969,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-25T12:29:03Z,2025-02-01T12:29:05Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2025-01-25T12:28:57Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-25T12:28:57Z,null,ae53e78014ed40a0cfca9fef8f836f5730c3f2baa3f8988653ec7be3db8b09f8
2/23/2025,1533670,331365857,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,GPL,Classe C (04/21) 220 d Berline AMG Line,DPGA002-VIu9Dl4JhLsV1qiPCgEPy7nbBpDRfWS+1V+/2C3HmZ3A,DPGA002-bhs/A2en2jFB/AhXOglJ12s=,12/17/2021,1/17/2025,330850428,U,200,null,null,DPGA002-TjitVCQm9iiDFFHaGiMx2o0=,null,34320.85,null,R,COMPANY,34320.85,C-FR-PC-86639,Pending-EOC,System,2025-01-18T12:30:53Z,EOC-FR-89641,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-18T12:31:00Z,2025-01-25T12:31:10Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range6,2025-01-18T12:30:53Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-18T12:30:53Z,null,9684f3b9c7334a4caf4e8377a9b3aef4ca544e163348dfea8f4cf92718413215
2/23/2025,1534015,331337650,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d AMG Line,DPGA002-1vdQ3NIJhupbYCsBk6qIULSTN4YnO/J+jmYodGqOrrRq,DPGA002-DO4M6BvxSMkwEK7bPv0PrFY=,12/28/2021,2/17/2025,331145525,N,200,null,null,DPGA002-/tyxoMewSpeBKQQxva8HB2Y=,null,22378.41,091291DAVIL,R,SOLE TRADER,22378.41,C-FR-PC-92022,Pending-EOC,System,2025-02-18T12:26:14Z,EOC-FR-95022,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-02-18T12:26:19Z,2025-02-18T12:26:34Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2025-02-18T12:26:14Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-02-18T12:26:14Z,null,fef523e317907e02eed18e01150f323f8911a2a09b1558494929ef34958ec955
2/23/2025,1534581,331455075,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Location avec option d achat,null,DIESEL,GLB 200 d AMG Line,DPGA002-kNvl2+gac3MosnAZNoG+Rjb6PGV+MAkenuoNLsO8lA8O,DPGA002-Hnxts9pWluvfwKQBMNk4PT0=,12/23/2021,1/23/2025,330602139,N,200,null,null,DPGA002-Wlpqk+voCjO6sRZPRypTD/H+xtKPHB1QPqVPqck+hNd0,null,9316.65,null,null,OTHERS,null,C-FR-PC-87098,Pending-EOC,System,2025-01-24T12:36:09Z,EOC-FR-90098,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-24T12:36:15Z,2025-01-31T12:36:44Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2025-01-24T12:36:09Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-24T12:36:09Z,null,8d7f8060613c10a263eaddb6b09624f534ac09f900160ecb8f312b4cac3e6433
2/23/2025,1535910,331456119,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe A 180 Progressive Line,DPGA002-n0OkHT1wVVVEMdjaplCiWCdWwy3bIDLVuF8M85V/6NQg,DPGA002-irQP9hrzCRgCHw6LqTI1KMM=,1/17/2022,2/17/2025,330782577,N,200,null,null,DPGA002-izJWLzFygilYjm/MdymVXkKM9O2vIKQsYaYKSiYkoAZv,null,21584.74,160189BEN A,R,PRIVATE INDIVIDUAL,21584.74,C-FR-PC-92017,Pending-EOC,System,2025-02-18T12:25:32Z,EOC-FR-95017,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-02-18T12:25:39Z,2025-02-18T12:25:44Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2025-02-18T12:25:32Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-02-18T12:25:32Z,null,770c1d0052ffd20960bacf174dcca4a7f09d2e6b582acd1aca7c37907cbb0248
2/23/2025,1537272,331345560,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit Bail,null,DIESEL,"Sprinter 315 FG 43 3,5t SPRINTER 315 FG 43 3,5t FI",DPGA002-m+Jo5aFaLobpS7ayyyB3VGJpjhhT9TKwRjFJZPb44/Wk,DPGA002-cY2Z5oUPL295u4BHEANZFMo=,1/25/2022,1/25/2025,330602498,N,200,null,null,DPGA002-moTAbNuP8dNK+yh8O+q8GNA=,null,10300.83,null,null,OTHERS,null,C-FR-PC-88022,Pending-EOC,System,2025-01-26T12:25:01Z,EOC-FR-91025,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2025-01-26T12:25:09Z,2025-02-02T12:25:17Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2025-01-26T12:25:01Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2025-01-26T12:25:01Z,null,be9651bc740d3b59e9328e87d9122eb8d6c871d38f1f16c5c20c134b563cfe1c
2/23/2025,1539512,331459656,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,GPL,Classe C 220 d 4MATIC Break AMG Line,DPGA002-4K6M6unwzWrVLql0iIjn8EgWTCXzbPGMx3FhT7ApfEpX,DPGA002-SdDhRYM0xL1N+UIsyHyrcJQ=,2/24/2022,11/24/2024,330602340,N,200,null,null,DPGA002-FHk8CgKT+ddMo4gIO6njOAISryq59YcPEjYCSUchKpxM7qMvE4j0Ze59CPzodkuvEw==,null,29545.8,null,R,COMPANY,29545.8,C-FR-PC-79615,Pending-EOC,System,2024-11-25T12:27:29Z,EOC-FR-80616,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-25T12:27:37Z,2024-12-02T12:27:53Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-11-25T12:27:29Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-25T12:27:29Z,null,aac4205bb6711fd2fac81bae3c4cf0d2ece12a23c40c51f965902632fdc01574
2/23/2025,1548415,331153692,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,GLB 200 Progressive Line,DPGA002-nscEacIMWHwwIa3TEFU7EtdWwy3bIDLVuF8M85V/6NQg,DPGA002-CPZcPPFFAO0TMe+wJiTqyjw=,5/24/2022,5/24/2024,331288087,N,200,null,null,DPGA002-HqlzsdoeoTO4JEQDXZrWjZo=,null,26838.5,311074AUDRE,R,PRIVATE INDIVIDUAL,26838.5,C-FR-PC-46154,Pending-EOC,System,2024-10-09T07:28:47Z,EOC-FR-47134,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-05-25T12:29:26Z,2024-06-01T12:29:38Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-05-25T12:29:15Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-05-25T12:29:15Z,null,c8ce1fd538a2faadd495eac66e9f36d5f8a06e36c5de913292f8915e344fb222
2/23/2025,1555497,331480413,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A (03/18) 180d 116 Progressive Line 8GDCT,DPGA002-a7r8RCP+OFfKWde/KL+g8eH6PGV+MAkenuoNLsO8lA8O,DPGA002-+H0Jxtf3ZohKw5J5cXf1qO0=,7/22/2022,8/22/2024,331201047,U,200,null,null,DPGA002-9qGPy/u6UzSSVAxy5uJS5Ck=,null,16272.45,170966DAGOR,R,PRIVATE INDIVIDUAL,16272.45,C-FR-PC-65085,Pending-EOC,System,2024-10-09T07:29:33Z,EOC-FR-65085,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-23T12:29:59Z,2024-08-23T12:30:14Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-08-23T12:29:52Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-23T12:29:52Z,null,812e115aa776260ef0ffa267752d303706a10e05519ad6d233fa8a80c92dff58
2/23/2025,1563996,331488665,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit,null,PETROL,Classe C Coup� (10/15) 200 184ch,DPGA002-U79PXsDIHxj7eNKHd0e25+5VhfKWiv5yGf77ZlZgQGfQ,DPGA002-RYVVzrWcQTj2ipBcNyC7taI=,10/22/2022,10/22/2024,330602068,U,200,null,null,DPGA002-cWTLJ0Gy0LlwwHOMxNS4CzU=,null,6580.54,140295STURT,R,PRIVATE INDIVIDUAL,6580.54,C-FR-PC-79107,Pending-EOC,System,2024-10-23T12:29:11Z,EOC-FR-80107,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-23T12:29:15Z,2024-10-30T12:29:29Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-10-23T12:29:11Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-23T12:29:11Z,null,7f942ee2d007bd9cdc599d4fdcac7f5e506c77e8575db36e25814e4043c0b641
2/23/2025,1571533,331381292,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300de 4MATIC SUV AMG Line,DPGA002-5Rv5b4tY3nwR7yj7B2GPQ3Is+pjeNJwzQ6tzkCKJ5AgT,DPGA002-evH1EkXzhvcdSDay67DEPUw=,12/23/2022,7/23/2024,330602340,N,200,null,null,DPGA002-jnqY1W08MB/bxKhMbxpBcF0FitsEW19sUVgp49ZaFo4E,null,48819.85,null,R,COMPANY,96162.05,C-FR-PC-60032,Pending-EOC,System,2024-10-09T07:29:21Z,EOC-FR-60032,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-24T12:30:23Z,2024-07-31T12:30:27Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-07-24T12:30:15Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-24T12:30:15Z,null,abf1015e84b19df2efb79fbe90ea820c344f89666dbd1e27c619f439477f470e
2/23/2025,1584268,331507529,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit,null,PETROL,Fortwo Coupe (07/14) 90ch prime twinamic,DPGA002-nDOWl8Y+Gr66hhdZhcXWOKhWwy3bIDLVuF8M85V/6NQg,DPGA002-ndSK75eEcdutLn2p7YDR99E=,5/22/2023,11/22/2024,330941536,U,200,null,null,DPGA002-aNnTndbvbooXEm5m/E/7o84=,null,1813.75,null,null,OTHERS,null,C-FR-PC-79523,Pending-EOC,System,2024-11-23T12:28:44Z,EOC-FR-80524,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-23T12:28:51Z,2024-11-30T12:29:14Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-11-23T12:28:44Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-23T12:28:44Z,null,b8ed5db40d83f0ecea69bde46a995486fcac4e41455f2db80adfbece76325b25
2/23/2025,1152533,331382397,331,LIVE - Live,200 - Contract live,1000,0,0,0,0,LTR Battery Sale and Care,null,ELECTRIC,"Batterie S&C 17,6 kw Lithium Ion",DPGA002-hK5R0RORgCX2uSON/oop6aNL+PKPxTVa3zzS5x4uifwg,null,4/14/2014,4/11/2024,330941535,N,200,null,0,DPGA002-m4sfUdr3N2hDbu8UZiw65QaMBGg3F30Ms+3kX79kMinP,367,43.26,011074MORRE,R,PRIVATE INDIVIDUAL,43.26,C-FR-PC-26346,Pending-D2D,System,2024-10-09T07:28:12Z,D2D-FR-15013,Pending-ExternalAgencyQuery,D2D,11 to 20 dpd,null,null,null,null,null,null,Pending-ExternalAgencyQuery,Sinequae,D2D,Research,FRCollectionWQ,2024-04-03T14:47:32Z,2024-04-03T14:47:32Z,Pending-ExternalAgencyQuery,null,5500098321,Pending-ExternalAgencyQuery : D2D,D2D,D2D,Range3,2024-04-03T14:47:32Z,2/22/2024,null,2024-05-08T11:19:13Z,Bucket 7:181+,No,FRANCE,0,null,2/22/2026,null,Pending-ExternalAgencyQuery,null,null,null,2024-04-03T14:47:32Z,614c935fb837c46eb28079c710c9d3ac58b0e7f827f2d47f6ca8434a510f3d4c
2/23/2025,1182621,331076325,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LTR Battery Sale and Care,null,ELECTRIC,"Batterie S&C Lithium Ion 17,6 kw",DPGA002-1OGdF7viLT6Rq83O3/lbQhRXqhJwJtqjxGralO6b/USh,DPGA002-gZG99FnfKPoC6BO7W9Eu/dI=,12/15/2014,12/15/2024,330602171,N,200,null,null,DPGA002-zbOrxeB64OfZA6+dXqL7mlQ=,null,383.88,null,C,COMPANY,79215.57,C-FR-PC-83003,Pending-EOC,System,2024-12-17T12:25:33Z,EOC-FR-86003,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,D,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-12-17T12:25:40Z,2024-12-24T12:25:45Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-12-17T12:25:33Z,null,null,null,null,No,FRANCE,24314.27,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-12-17T12:25:33Z,null,6a8e2857d2ec8bf26ad8a0bbc8afe7b358762e3c02a991d236c0cbb54f072be7
2/23/2025,1230312,330837891,331,ENDED - Ended,800 - Contract Matured,13157.88,0,1020.84,12137.04,0,LOA Facility,null,DIESEL,Classe V Extra-Long 220 d BA Ligne Executive,DPGA002-fQgvJJDvmpnoyOBIEdZkhpFWwy3bIDLVuF8M85V/6NQg,DPGA002-MoVITjNnv2jXYjGGIBgorRc=,12/22/2015,1/22/2019,330821347,N,800,1/23/2019,12,DPGA002-owxzf/EhtZhDR0dzWlltRDI=,2620,0,null,R,COMPANY,0,C-FR-PC-59068,Pending-EOC,System,2024-10-09T07:29:17Z,EOC-FR-59044,Pending-RVinArrears,RV in Arrears,Review - Early Collections,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-12T12:28:13Z,2024-07-19T12:28:14Z,Pending-RVinArrears,14,null,Pending-RVinArrears : RV in Arrears,RV in Arrears,End Of Contract,Range7,2024-07-11T14:53:44Z,12/22/2017,null,null,Bucket 7:181+,No,FRANCE,137874.92,null,12/22/2022,null,Pending-RVinArrears,null,null,2024-07-11T14:53:44Z,null,7d619dfa76870a96a575fa471b6714336df676bd692df4c3fc48e80c4702138a
2/23/2025,1331311,331220062,331,LIVE - Live,700 - Contract suspended,1000,0,0,0,0,Location avec option d achat,null,DIESEL,Classe V Extra-Long 250 d BA Ligne Design,DPGA002-pyn6jPHLXNGixZqVkxJoJyZVhfKWiv5yGf77ZlZgQGfQ,DPGA002-lvNFvJhL+shKqCLh0g4+gv4=,12/5/2017,12/5/2021,330602502,N,700,null,0,DPGA002-4h7fCtfGyIPmsUeq8haLgk0eGFyeF8yMqCtLTF58pHF7,20142,25893.69,null,C,COMPANY,945701.46,C-FR-PC-32001,Pending-Collections,System,2024-08-24T07:28:35Z,null,null,null,InterestsFees,null,null,null,null,null,null,null,null,null,Research,FREarlyCollectionsWQ,2024-03-26T11:34:51Z,2024-03-30T06:45:20Z,Pending-Collections,14,5500229327,null,InterestsFees,General Collection Case,Range1,2024-03-29T07:35:08Z,1/1/1970,null,2024-04-19T08:00:56Z,Bucket 7:181+,No,FRANCE,52350.64,null,1/1/1975,null,Pending-Collections,null,null,null,2024-03-29T07:35:08Z,dbb476d80d08dabc83d896aa3d98e4d2f474ee2d48e4ee9855a95ca84aedc25f
